Time,Pressure before pump (Arith. Mean),Pressure after pump (Arith. Mean),Differential pressure (Arith. Mean),Flow rate (Arith. Mean),Tank temperature (Arith. Mean),Temperature TS inlet (Arith. Mean),Temperature TS outlet (Arith. Mean),Bypass temperature (Arith. Mean),reading_interval_s,elapsed_runtime_s,elapsed_runtime_m
2021-08-21 11:52:52.473,0.399519,0.002401,0.221843,415.554357,21.607932,-1.097105,0.257871,0.558868,2.0,2712.023,45.200383333333335
2021-08-21 11:52:54.471,0.399627,0.002287,0.221834,414.923828,21.614216,-1.102698,0.255043,0.560674,1.998,2714.021,45.23368333333334
2021-08-21 11:52:56.471,0.399105,0.002435,0.221103,415.238465,21.616725,-1.112002,0.255902,0.560508,2.0,2716.021,45.26701666666667
2021-08-21 11:52:58.471,0.398286,0.002477,0.220529,415.280898,21.608654,-1.090476,0.258002,0.555454,2.0,2718.021,45.30035
2021-08-21 11:53:00.471,0.398535,0.002491,0.220161,415.667513,21.60616,-1.096186,0.248354,0.554601,2.0,2720.021,45.33368333333333
2021-08-21 11:53:02.471,0.399572,0.002593,0.22085,415.455346,21.616332,-1.105439,0.274278,0.55959,2.0,2722.021,45.36701666666667
2021-08-21 11:53:04.471,0.399834,0.002506,0.221199,415.785383,21.614822,-1.099205,0.270866,0.558671,2.0,2724.021,45.40035
2021-08-21 11:53:06.471,0.400197,0.002456,0.221356,416.216788,21.615019,-1.087392,0.250586,0.559852,2.0,2726.021,45.433683333333335
2021-08-21 11:53:08.471,0.400457,0.002407,0.221742,415.971618,21.620269,-1.096054,0.258002,0.562806,2.0,2728.021,45.46701666666667
2021-08-21 11:53:10.471,0.399449,0.002546,0.221415,415.804242,21.613116,-1.093101,0.270209,0.557095,2.0,2730.021,45.500350000000005
2021-08-21 11:53:12.471,0.399197,0.00247,0.220694,415.712303,21.613313,-1.099926,0.267584,0.561559,2.0,2732.021,45.533683333333336
2021-08-21 11:53:14.470,0.398938,0.002427,0.220144,415.462137,21.611597,-1.088869,0.260562,0.558325,1.999,2734.02,45.567
2021-08-21 11:53:16.471,0.400001,0.002483,0.221592,415.752516,21.617454,-1.105004,0.262398,0.562361,2.001,2736.021,45.600350000000006
2021-08-21 11:53:18.470,0.400913,0.002514,0.222585,414.400774,21.614158,-1.089854,0.271856,0.560952,1.999,2738.02,45.63366666666666
2021-08-21 11:53:20.470,0.401034,0.002567,0.22261,414.710407,21.612985,-1.094545,0.275985,0.56123,2.0,2740.02,45.667
2021-08-21 11:53:22.969,0.400621,0.002459,0.222402,415.093819,21.612335,-1.08575,0.271106,0.559366,2.499,2742.519,45.70865
2021-08-21 11:53:24.969,0.399147,0.002533,0.22165,414.894284,21.618432,-1.091067,0.270603,0.567269,2.0,2744.519,45.74198333333333
2021-08-21 11:53:26.969,0.3999,0.002388,0.221383,415.667513,21.61561,-1.110755,0.279529,0.566416,2.0,2746.519,45.77531666666666
2021-08-21 11:53:28.969,0.399798,0.002491,0.221452,415.587361,21.616529,-1.087392,0.268372,0.561821,2.0,2748.519,45.80864999999999
2021-08-21 11:53:30.969,0.399575,0.002477,0.221369,415.537855,21.610819,-1.080698,0.2666,0.563856,2.0,2750.519,45.84198333333333
2021-08-21 11:53:32.970,0.400151,0.002515,0.221611,415.486262,21.613387,-1.080537,0.272107,0.559803,2.001,2752.52,45.87533333333333
2021-08-21 11:53:34.969,0.40097,0.002348,0.222038,416.351323,21.617375,-1.107582,0.271725,0.564039,1.999,2754.519,45.908649999999994
2021-08-21 11:53:36.969,0.399666,0.002551,0.220878,416.313441,21.614625,-1.087457,0.275263,0.55913,2.0,2756.519,45.94198333333333
2021-08-21 11:53:38.969,0.399183,0.002357,0.221016,415.601505,21.617644,-1.071641,0.261087,0.564512,2.0,2758.519,45.975316666666664
2021-08-21 11:53:40.969,0.399892,0.00243,0.220938,414.962649,21.61771,-1.090082,0.272966,0.565562,2.0,2760.519,46.008649999999996
2021-08-21 11:53:42.969,0.399745,0.002362,0.22103,415.853748,21.618169,-1.093823,0.289177,0.562018,2.0,2762.519,46.04198333333333
2021-08-21 11:53:44.969,0.400155,0.002388,0.221512,415.752379,21.618563,-1.068819,0.277757,0.56379,2.0,2764.519,46.075316666666666
